TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-13-11-798000,"[1.4380100965499878, 1.1386672258377075, 0.5555201768875122]","[-127.17105865478516, -0.8012875318527222, 12.522933959960938]","[2.1180057525634766, 0.607032299041748, 0.5226715803146362]","[114.97594451904297, -30.735815048217773, -23.328994750976562]","[1.5575672388076782, 0.6581519842147827, 0.0878216028213501]","[161.9829559326172, -31.987985610961914, 0.7825199961662292]","[0.1731027364730835, 0.5840024948120117, 0.5102922916412354]","[24.97594451904297, -30.735815048217773, -23.328994750976562]","[0.6079527139663696, 0.6351221799850464, -0.05014610290527344]","[71.98294830322266, -31.987985610961914, 0.7825199961662292]",,,,,,
2017-04-21-12-13-12-044000,"[1.439225435256958, 1.1383417844772339, 0.5554092526435852]","[-127.2196273803711, -0.8119685053825378, 12.663114547729492]","[2.1182360649108887, 0.6071016788482666, 0.522510290145874]","[115.0208969116211, -30.71879768371582, -23.305667877197266]","[1.5578840970993042, 0.658227801322937, 0.08805257081985474]","[162.00209045410156, -32.09172821044922, 0.8878684043884277]","[0.1732640266418457, 0.5840718746185303, 0.5105226039886475]","[25.020896911621094, -30.71879768371582, -23.305667877197266]","[0.607721745967865, 0.6351979970932007, -0.04982924461364746]","[72.00209045410156, -32.09172821044922, 0.8878684043884277]",,,,,,
2017-04-21-12-13-12-289000,"[1.4397832155227661, 1.1381702423095703, 0.5545262098312378]","[-127.33170318603516, -0.7920658588409424, 12.860982894897461]","[2.1177611351013184, 0.6072535514831543, 0.5224295854568481]","[115.0625, -30.773189544677734, -23.34117317199707]","[1.5576860904693604, 0.6585476398468018, 0.08798730373382568]","[162.0085906982422, -32.1091423034668, 0.8476824164390564]","[0.17334473133087158, 0.584223747253418, 0.5100476741790771]","[25.0625, -30.773189544677734, -23.34117317199707]","[0.607787013053894, 0.6355178356170654, -0.05002725124359131]","[72.00859069824219, -32.1091423034668, 0.8476824164390564]",,,,,,
2017-04-21-12-13-12-535000,"[1.4401298761367798, 1.1380841732025146, 0.5540192723274231]","[-127.47184753417969, -0.8184100985527039, 12.910798072814941]","[2.1176388263702393, 0.6070506572723389, 0.5226734280586243]","[115.07915496826172, -30.827468872070312, -23.418315887451172]","[1.5575623512268066, 0.6581407785415649, 0.08836698532104492]","[162.02862548828125, -32.2010383605957, 0.8427878618240356]","[0.17310088872909546, 0.5840208530426025, 0.5099254846572876]","[25.079153060913086, -30.827468872070312, -23.418315887451172]","[0.6074073314666748, 0.6351109743118286, -0.05015099048614502]","[72.02862548828125, -32.2010383605957, 0.8427878618240356]",,,,,,
2017-04-21-12-13-12-781000,"[1.4413715600967407, 1.138174057006836, 0.5540132522583008]","[-127.5853500366211, -0.9050707221031189, 12.97412109375]","[2.117133617401123, 0.6071580648422241, 0.5219714045524597]","[115.29743957519531, -30.907018661499023, -23.544700622558594]","[1.5578125715255737, 0.6583216190338135, 0.08824533224105835]","[162.0377960205078, -32.147979736328125, 0.8496161103248596]","[0.17380291223526, 0.5841282606124878, 0.5094203948974609]","[25.297435760498047, -30.907018661499023, -23.544700622558594]","[0.6075289845466614, 0.6352918148040771, -0.04990077018737793]","[72.03779602050781, -32.147979736328125, 0.8496161103248596]",,,,,,
2017-04-21-12-13-13-027000,"[1.4420361518859863, 1.1381603479385376, 0.554027259349823]","[-127.69989013671875, -0.9818063974380493, 13.051800727844238]","[2.1168270111083984, 0.6071783304214478, 0.5219315886497498]","[115.3749008178711, -30.940641403198242, -23.67737579345703]","[1.5571690797805786, 0.6585221290588379, 0.08792251348495483]","[162.3012237548828, -32.04316329956055, 0.5421401858329773]","[0.17384272813796997, 0.5841485261917114, 0.5091135501861572]","[25.374900817871094, -30.940641403198242, -23.67737579345703]","[0.6078518033027649, 0.6354923248291016, -0.05054426193237305]","[72.30123138427734, -32.04316329956055, 0.5421401858329773]",,,,,,
2017-04-21-12-13-13-272000,"[1.4419565200805664, 1.137967586517334, 0.5533704161643982]","[-127.72682189941406, -0.9397159814834595, 13.103822708129883]","[2.1162290573120117, 0.606947660446167, 0.521396279335022]","[115.56086730957031, -30.889650344848633, -23.86676597595215]","[1.5564944744110107, 0.6585273742675781, 0.0876646637916565]","[162.4884796142578, -31.952594757080078, 0.2212936133146286]","[0.17437803745269775, 0.5839178562164307, 0.5085158348083496]","[25.560869216918945, -30.889650344848633, -23.86676597595215]","[0.6081096529960632, 0.6354975700378418, -0.05121886730194092]","[72.48847961425781, -31.952594757080078, 0.2212936133146286]",,,,,,
2017-04-21-12-13-13-518000,"[1.4423129558563232, 1.1379122734069824, 0.553539514541626]","[-127.8051528930664, -0.949678361415863, 13.152959823608398]","[2.1163015365600586, 0.6072303056716919, 0.5212901830673218]","[115.59698486328125, -30.986671447753906, -23.761348724365234]","[1.5568132400512695, 0.658565878868103, 0.0877382755279541]","[162.4746551513672, -31.986942291259766, 0.203897163271904]","[0.17448413372039795, 0.5842005014419556, 0.5085880756378174]","[25.596986770629883, -30.986671447753906, -23.761348724365234]","[0.6080360412597656, 0.6355360746383667, -0.05090010166168213]","[72.47466278076172, -31.986942291259766, 0.203897163271904]",,,,,,
2017-04-21-12-13-13-764000,"[1.4431054592132568, 1.138110876083374, 0.5535202026367188]","[-127.97802734375, -1.0208288431167603, 13.179100036621094]","[2.115302562713623, 0.606964111328125, 0.5206109285354614]","[115.75871276855469, -30.90241050720215, -23.80693817138672]","[1.5564494132995605, 0.6583123207092285, 0.08735847473144531]","[162.41265869140625, -31.839139938354492, 0.22741276025772095]","[0.1751633882522583, 0.5839343070983887, 0.5075892210006714]","[25.758710861206055, -30.90241050720215, -23.80693817138672]","[0.6084158420562744, 0.6352825164794922, -0.05126392841339111]","[72.41265869140625, -31.839139938354492, 0.22741276025772095]",,,,,,
2017-04-21-12-13-14-009000,"[1.4455013275146484, 1.1386405229568481, 0.5539082288742065]","[-128.4727020263672, -1.2408437728881836, 13.156926155090332]","[2.115577220916748, 0.6069413423538208, 0.5210075378417969]","[115.63253784179688, -30.89347267150879, -23.571332931518555]","[1.5570999383926392, 0.6578259468078613, 0.08694422245025635]","[162.45648193359375, -31.567075729370117, 0.16265451908111572]","[0.17476677894592285, 0.5839115381240845, 0.5078637599945068]","[25.63254165649414, -30.89347267150879, -23.571332931518555]","[0.6088300943374634, 0.634796142578125, -0.0506134033203125]","[72.45648193359375, -31.567075729370117, 0.16265451908111572]",,,,,,
2017-04-21-12-13-14-255000,"[1.50359046459198, 1.133538007736206, 0.5146790742874146]","[-165.69700622558594, 4.135404586791992, 6.921267509460449]","[2.114205837249756, 0.6103850603103638, 0.5266400575637817]","[114.15023803710938, -31.255556106567383, -22.06386375427246]","[1.5551121234893799, 0.6578826904296875, 0.08589160442352295]","[162.8086395263672, -31.503503799438477, -1.845866084098816]","[0.169134259223938, 0.5873552560806274, 0.5064926147460938]","[24.150238037109375, -31.255556106567383, -22.06386375427246]","[0.6098827123641968, 0.6348528861999512, -0.05260121822357178]","[72.80864715576172, -31.503503799438477, -1.845866084098816]",,,,,,
2017-04-21-12-13-14-502000,"[1.6299983263015747, 1.1282496452331543, 0.5639498829841614]","[115.01493072509766, 5.338660717010498, -5.368748188018799]","[2.1107125282287598, 0.6128466129302979, 0.5451833605766296]","[112.00012969970703, -31.883319854736328, -21.159936904907227]","[1.5656436681747437, 0.6570497751235962, 0.07958096265792847]","[162.39376831054688, -30.13132095336914, -5.1361985206604]","[0.1505909562110901, 0.5898168087005615, 0.5029991865158081]","[22.000131607055664, -31.883319854736328, -21.159936904907227]","[0.6161933541297913, 0.6340199708938599, -0.04206967353820801]","[72.39376068115234, -30.13132095336914, -5.1361985206604]",,,,,,
2017-04-21-12-13-14-748000,"[1.6492937803268433, 1.1300095319747925, 0.6093252301216125]","[98.38123321533203, 2.159701347351074, -3.155346155166626]","[2.103578567504883, 0.6200239658355713, 0.572542667388916]","[108.49390411376953, -34.22166442871094, -18.633296966552734]","[1.589008092880249, 0.6575838327407837, 0.07890748977661133]","[158.7725830078125, -30.185977935791016, -3.901500940322876]","[0.12323164939880371, 0.596994161605835, 0.4958651065826416]","[18.493906021118164, -34.22166442871094, -18.633296966552734]","[0.6168668270111084, 0.6345540285110474, -0.018705248832702637]","[68.77259063720703, -30.185977935791016, -3.901500940322876]",,,,,,
2017-04-21-12-13-14-994000,"[1.6481924057006836, 1.124540090560913, 0.6199564933776855]","[97.70166015625, 3.8419172763824463, -2.885810375213623]","[2.0756349563598633, 0.6119692325592041, 0.5593370795249939]","[116.53101348876953, -35.74506759643555, -27.756877899169922]","[1.5965791940689087, 0.6590337753295898, 0.08039247989654541]","[157.4049530029297, -30.632612228393555, -3.3819847106933594]","[0.13643723726272583, 0.5889394283294678, 0.46792173385620117]","[26.531009674072266, -35.74506759643555, -27.756877899169922]","[0.6153818368911743, 0.6360039710998535, -0.011134147644042969]","[67.40495300292969, -30.632612228393555, -3.3819847106933594]",,,,,,
2017-04-21-12-13-15-239000,"[1.6633983850479126, 1.0808653831481934, 0.5877076387405396]","[111.48824310302734, 23.7884521484375, -0.995800256729126]","[2.0573601722717285, 0.6054902076721191, 0.5505878329277039]","[117.02766418457031, -35.467742919921875, -24.45952033996582]","[1.5960142612457275, 0.6557062864303589, 0.07447552680969238]","[158.42369079589844, -28.214330673217773, -4.978536128997803]","[0.14518648386001587, 0.5824604034423828, 0.44964683055877686]","[27.02766227722168, -35.467742919921875, -24.45952033996582]","[0.6212987899780273, 0.6326764822006226, -0.011699080467224121]","[68.42369079589844, -28.214330673217773, -4.978536128997803]",,,,,,
2017-04-21-12-13-15-485000,"[1.6952189207077026, 1.0460290908813477, 0.5261765122413635]","[122.76819610595703, 36.772010803222656, 1.3366364240646362]","[2.0720582008361816, 0.6016697883605957, 0.5635313391685486]","[111.01707458496094, -32.0552864074707, -18.978437423706055]","[1.6032826900482178, 0.6512331962585449, 0.07066857814788818]","[157.96859741210938, -26.085922241210938, -3.4603235721588135]","[0.13224297761917114, 0.5786399841308594, 0.46434497833251953]","[21.01707649230957, -32.0552864074707, -18.978437423706055]","[0.6251057386398315, 0.6282033920288086, -0.004430651664733887]","[67.96859741210938, -26.085922241210938, -3.4603235721588135]",,,,,,
2017-04-21-12-13-15-730000,"[1.6918455362319946, 1.0275286436080933, 0.4919205904006958]","[126.4795150756836, 42.831321716308594, 3.258065938949585]","[2.0674068927764893, 0.599999189376831, 0.5901368260383606]","[107.73700714111328, -31.134233474731445, -19.83335304260254]","[1.6304502487182617, 0.640087366104126, 0.05447208881378174]","[155.17117309570312, -19.034936904907227, -8.93553638458252]","[0.10563749074935913, 0.5769693851470947, 0.4596935510635376]","[17.737009048461914, -31.134233474731445, -19.83335304260254]","[0.641302227973938, 0.6170575618743896, 0.02273690700531006]","[65.17118072509766, -19.034936904907227, -8.93553638458252]",,,,,,
2017-04-21-12-13-15-976000,"[1.6460938453674316, 1.0235140323638916, 0.47953200340270996]","[123.28608703613281, 43.251651763916016, 0.8504586815834045]","[2.014836549758911, 0.6108016967773438, 0.6595213413238525]","[98.87602996826172, -30.52919578552246, -18.11414337158203]","[1.687686562538147, 0.6264129877090454, 0.04506200551986694]","[145.58285522460938, -11.187906265258789, -11.892952919006348]","[0.03625297546386719, 0.5877718925476074, 0.4071232080459595]","[8.876032829284668, -30.52919578552246, -18.11414337158203]","[0.6507123112678528, 0.6033831834793091, 0.07997322082519531]","[55.58285903930664, -11.187906265258789, -11.892952919006348]",,,,,,
2017-04-21-12-13-16-222000,"[1.6401104927062988, 1.0269415378570557, 0.4653749465942383]","[119.35874938964844, 42.03530502319336, -1.6559823751449585]","[1.972590446472168, 0.6357041597366333, 0.722653865814209]","[97.19239044189453, -31.713085174560547, -25.041748046875]","[1.7100337743759155, 0.6295088529586792, 0.0411033034324646]","[141.1112518310547, -12.991748809814453, -15.309942245483398]","[-0.026879549026489258, 0.612674355506897, 0.3648771047592163]","[7.192389488220215, -31.713085174560547, -25.041748046875]","[0.6546710133552551, 0.6064790487289429, 0.10232043266296387]","[51.11125183105469, -12.991748809814453, -15.309942245483398]",,,,,,
2017-04-21-12-13-16-468000,"[1.633453607559204, 1.0320769548416138, 0.469828724861145]","[117.58722686767578, 40.561614990234375, -1.9890928268432617]","[1.9906508922576904, 0.6285377740859985, 0.7388417720794678]","[87.97704315185547, -27.43025779724121, -12.504802703857422]","[1.7042162418365479, 0.6218118667602539, 0.03223133087158203]","[142.44061279296875, -9.524235725402832, -21.73160171508789]","[-0.04306745529174805, 0.6055079698562622, 0.38293755054473877]","[-2.0229544639587402, -27.43025779724121, -12.504802703857422]","[0.6635429859161377, 0.5987820625305176, 0.09650290012359619]","[52.44061279296875, -9.524235725402832, -21.73160171508789]",,,,,,
2017-04-21-12-13-16-714000,"[1.6296135187149048, 1.0434544086456299, 0.4821130633354187]","[116.96012878417969, 37.286827087402344, -1.7030715942382812]","[1.9908785820007324, 0.6260253190994263, 0.7345526218414307]","[90.42803192138672, -26.255884170532227, -11.851956367492676]","[1.7074693441390991, 0.6254034042358398, 0.03845012187957764]","[141.67752075195312, -11.410966873168945, -16.617523193359375]","[-0.03877830505371094, 0.6029955148696899, 0.38316524028778076]","[0.4280330538749695, -26.255884170532227, -11.851956367492676]","[0.6573241949081421, 0.6023736000061035, 0.09975600242614746]","[51.67752456665039, -11.410966873168945, -16.617523193359375]",,,,,,
2017-04-21-12-13-16-960000,"[1.6329150199890137, 1.0545228719711304, 0.4958822727203369]","[110.3265609741211, 33.16605758666992, -5.1827497482299805]","[1.9915363788604736, 0.6265701055526733, 0.7384339570999146]","[89.53457641601562, -25.54469871520996, -8.152321815490723]","[1.7080838680267334, 0.6257938146591187, 0.039363205432891846]","[141.76666259765625, -11.655972480773926, -15.164261817932129]","[-0.042659640312194824, 0.603540301322937, 0.383823037147522]","[-0.4654255211353302, -25.54469871520996, -8.152321815490723]","[0.6564111113548279, 0.6027640104293823, 0.10037052631378174]","[51.76665496826172, -11.655972480773926, -15.164261817932129]",,,,,,
2017-04-21-12-13-17-205000,"[1.6324928998947144, 1.0615984201431274, 0.5034987926483154]","[105.74640655517578, 30.49753761291504, -7.443050384521484]","[1.9911575317382812, 0.6265287399291992, 0.7366557121276855]","[90.09796905517578, -25.676586151123047, -8.812626838684082]","[1.7077299356460571, 0.6249136924743652, 0.0387653112411499]","[141.9536895751953, -11.480989456176758, -15.46119499206543]","[-0.04088139533996582, 0.6034989356994629, 0.3834441900253296]","[0.09796935319900513, -25.676586151123047, -8.812626838684082]","[0.6570090055465698, 0.6018838882446289, 0.10001659393310547]","[51.95368576049805, -11.480989456176758, -15.46119499206543]",,,,,,
2017-04-21-12-13-17-451000,"[1.631400465965271, 1.0528628826141357, 0.4960336685180664]","[111.41002655029297, 34.17047882080078, -4.659577369689941]","[1.9914757013320923, 0.6253343820571899, 0.7361551523208618]","[90.36502838134766, -25.188121795654297, -8.233034133911133]","[1.707824468612671, 0.625091552734375, 0.03887772560119629]","[141.89804077148438, -11.518348693847656, -15.358621597290039]","[-0.04038083553314209, 0.6023045778274536, 0.3837623596191406]","[0.3650270998477936, -25.188121795654297, -8.233034133911133]","[0.6568965911865234, 0.6020617485046387, 0.10011112689971924]","[51.89804458618164, -11.518348693847656, -15.358621597290039]",,,,,,
2017-04-21-12-13-17-697000,"[1.629917860031128, 1.0442023277282715, 0.48645973205566406]","[117.2692642211914, 37.49258804321289, -1.3164058923721313]","[1.9910305738449097, 0.6257857084274292, 0.7343851327896118]","[90.86923217773438, -25.618621826171875, -9.808539390563965]","[1.7076807022094727, 0.6251375675201416, 0.038556814193725586]","[141.8636474609375, -11.414972305297852, -15.536015510559082]","[-0.03861081600189209, 0.6027559041976929, 0.383317232131958]","[0.8692321181297302, -25.618621826171875, -9.808539390563965]","[0.6572175025939941, 0.6021077632904053, 0.099967360496521]","[51.863651275634766, -11.414972305297852, -15.536015510559082]",,,,,,
2017-04-21-12-13-17-942000,"[1.6290003061294556, 1.0453492403030396, 0.48374688625335693]","[117.8642578125, 36.80900955200195, -1.7786067724227905]","[1.991259217262268, 0.6248091459274292, 0.7337961196899414]","[91.11319732666016, -25.340251922607422, -9.758611679077148]","[1.707922101020813, 0.6247062683105469, 0.03846710920333862]","[141.86537170410156, -11.229532241821289, -15.744013786315918]","[-0.03802180290222168, 0.6017793416976929, 0.3835458755493164]","[1.1131949424743652, -25.340251922607422, -9.758611679077148]","[0.6573072075843811, 0.6016764640808105, 0.10020875930786133]","[51.86537170410156, -11.229532241821289, -15.744013786315918]",,,,,,
